Date,Model_1,Model_2,Model_3,Model_4,Model_5,Average_Prob,Actual_Target,Is_Weekend,Vote_Consensus_Std
2023-01-15,0.22541804611682892,0.7630402445793152,0.45828577876091003,0.375495582818985,0.5538251996040344,0.47521297037601473,1,1,0.20102985707496682
2023-01-16,0.22021687030792236,0.607064962387085,0.3484460413455963,0.33062949776649475,0.5210436582565308,0.40548020601272583,0,0,0.15585999608440765
2023-01-17,0.23128138482570648,0.4921404719352722,0.2535604238510132,0.3143880367279053,0.49635741114616394,0.3575455456972122,0,0,0.12845489736171684
2023-01-18,0.5107676982879639,0.6058793067932129,0.2280203253030777,0.4399819076061249,0.4682427644729614,0.4505784004926682,1,0,0.13937138812833824
2023-01-19,0.6865304708480835,0.8264428377151489,0.31737542152404785,0.5381042957305908,0.4830239415168762,0.5702953934669495,1,0,0.19477114244365523
2023-01-20,0.5974600315093994,0.8098743557929993,0.27716419100761414,0.5436770915985107,0.4455583691596985,0.5347468078136444,1,0,0.1962213342899385
2023-01-21,0.16592496633529663,0.5703686475753784,0.23106160759925842,0.26283925771713257,0.37040334939956665,0.3201195657253265,0,1,0.15822562208721255
2023-01-22,0.23400478065013885,0.44574519991874695,0.22167980670928955,0.3162901997566223,0.3181423246860504,0.3071724623441696,1,1,0.08953822986051563
2023-01-23,0.2865808606147766,0.429876446723938,0.19291764497756958,0.2759474515914917,0.3349734842777252,0.3040591776371002,0,0,0.08693946247913838
2023-01-24,0.3572911322116852,0.3643715977668762,0.16178815066814423,0.2908402979373932,0.3032344579696655,0.29550512731075285,1,0,0.08142762765588141
2023-01-25,0.6248223781585693,0.5411339402198792,0.20219948887825012,0.42729732394218445,0.3566078543663025,0.43041219711303713,0,0,0.16400643778048635
2023-01-26,0.5744756460189819,0.675733745098114,0.2245633751153946,0.44017326831817627,0.3974865972995758,0.4624865263700485,1,0,0.17273262385982519
2023-01-27,0.7034467458724976,0.8190529942512512,0.2910601794719696,0.5568874478340149,0.3956534266471863,0.5532201588153839,0,0,0.21610396960661757
2023-01-28,0.5119283199310303,0.7637880444526672,0.2859077751636505,0.5313539505004883,0.4074552059173584,0.500086659193039,1,1,0.17685408499849833
2023-01-29,0.5009393692016602,0.683993935585022,0.3150588274002075,0.5173415541648865,0.45330891013145447,0.49412851929664614,0,1,0.13263323868365864
2023-01-30,0.3362914025783539,0.5698958039283752,0.3567512333393097,0.3753434419631958,0.5156037211418152,0.43077712059020995,1,0,0.1049164379786461
2023-01-31,0.6432620286941528,0.6362816095352173,0.45655497908592224,0.5721331834793091,0.5524845123291016,0.5721432626247406,1,0,0.07569465682574655
2023-02-01,0.6117294430732727,0.7002807259559631,0.35949987173080444,0.511640727519989,0.5437568426132202,0.5453815221786499,0,0,0.12657890693060594
2023-02-02,0.5390688180923462,0.8158580660820007,0.3635914921760559,0.5004960298538208,0.581998884677887,0.5602026581764221,0,0,0.16469838670995465
2023-02-03,0.7487310171127319,0.8921997547149658,0.4839041829109192,0.6335945725440979,0.5385913848876953,0.659404182434082,0,0,0.16449557723049774
2023-02-04,0.620435357093811,0.8438600301742554,0.43015748262405396,0.6476701498031616,0.5420430898666382,0.616833221912384,0,1,0.15243560825758812
2023-02-05,0.5510650873184204,0.7939432859420776,0.4568241834640503,0.6215196847915649,0.5612773895263672,0.596925926208496,0,1,0.12492320243748076
2023-02-06,0.6310713291168213,0.7736749649047852,0.5550377368927002,0.6251062750816345,0.6318261027336121,0.6433432817459106,1,0,0.07968696808865991
2023-02-07,0.741496205329895,0.7670609951019287,0.5787397623062134,0.6291979551315308,0.6284946203231812,0.6689979076385498,0,0,0.08099916294743215
2023-02-08,0.6299792528152466,0.8184758424758911,0.5255383253097534,0.5666086673736572,0.623155415058136,0.6327515006065368,0,0,0.11231967851156432
2023-02-09,0.6958931684494019,0.8988415002822876,0.6092855334281921,0.6474218368530273,0.6720864176750183,0.7047056913375854,0,0,0.11315568524007497
2023-02-10,0.7434483766555786,0.9168109893798828,0.6100869178771973,0.7751971483230591,0.715050220489502,0.752118730545044,1,0,0.11099373717836386
2023-02-11,0.7163605690002441,0.8973291516304016,0.5693203210830688,0.7878350019454956,0.7231824398040771,0.7388054966926575,0,1,0.11938040144558239
2023-02-12,0.5857279300689697,0.8516862988471985,0.6221956610679626,0.7399827837944031,0.7069708704948425,0.7013127088546753,0,1,0.10459320531666405
2023-02-13,0.6463744640350342,0.8287720084190369,0.7036178112030029,0.6923825740814209,0.7196483612060547,0.7181590437889099,1,0,0.06757652280336311
2023-02-14,0.6738491654396057,0.8361226320266724,0.6949435472488403,0.6308557391166687,0.6817651391029358,0.7035072445869446,1,0,0.07792743412074607
2023-02-15,0.6155438423156738,0.8711780309677124,0.6482580900192261,0.572722315788269,0.6784828305244446,0.6772370219230652,0,0,0.11530808485436655
2023-02-16,0.3453848361968994,0.8936221599578857,0.6296809911727905,0.413852721452713,0.7328779697418213,0.603083735704422,1,0,0.22593341536701098
2023-02-17,0.7049860954284668,0.9092353582382202,0.5822230577468872,0.6899644136428833,0.6789272427558899,0.7130672335624695,1,0,0.1197567488053501
2023-02-18,0.45685386657714844,0.859012246131897,0.6121618151664734,0.522784948348999,0.6588506102561951,0.6219326972961425,0,1,0.15390452509910071
2023-02-19,0.44616204500198364,0.7729740142822266,0.4951756000518799,0.5172841548919678,0.5737274885177612,0.5610646605491638,1,1,0.1270104655531624
2023-02-20,0.5361948013305664,0.7375046014785767,0.5252622961997986,0.5263262391090393,0.5776710510253906,0.5805917978286743,0,0,0.0902875359931655
2023-02-21,0.43352723121643066,0.6444686651229858,0.48658743500709534,0.39049041271209717,0.6061365604400635,0.5122420608997345,0,0,0.10951906225232004
2023-02-22,0.6198548078536987,0.7843406200408936,0.4673764705657959,0.5400104522705078,0.5531764030456543,0.59295175075531,0,0,0.11990359057698112
2023-02-23,0.6281882524490356,0.8746968507766724,0.4569479525089264,0.5495709180831909,0.5984896421432495,0.621578723192215,0,0,0.15567112184420787
2023-02-24,0.7686398029327393,0.8910198211669922,0.4244224727153778,0.6446550488471985,0.5689024925231934,0.6595279276371002,0,0,0.17972384722652976
2023-02-25,0.6371184587478638,0.8201736807823181,0.3592396378517151,0.7014267444610596,0.5225518941879272,0.6081020832061768,1,1,0.17590988921552445
2023-02-26,0.47769078612327576,0.7305819988250732,0.33546099066734314,0.5376712083816528,0.4725241959095001,0.5107858359813691,0,1,0.14346708094577315
2023-02-27,0.5061267614364624,0.5698115825653076,0.4060867428779602,0.4238530099391937,0.48133859038352966,0.4774433374404907,0,0,0.06582835882869713
2023-02-28,0.5360588431358337,0.5496501922607422,0.43139737844467163,0.4515136480331421,0.5351181626319885,0.5007476449012757,1,0,0.05489334716815813
2023-03-01,0.6826802492141724,0.7322255969047546,0.4594402611255646,0.537880539894104,0.5112287998199463,0.5846910893917083,0,0,0.11688029331818264
2023-03-02,0.6573708057403564,0.8791274428367615,0.49636030197143555,0.5623078346252441,0.5867406129837036,0.6363813996315002,0,0,0.14741370796358333
2023-03-03,0.7753336429595947,0.919846773147583,0.5542058944702148,0.6632667779922485,0.6199750900268555,0.7065256357192993,0,0,0.14387848939276357
2023-03-04,0.6487607359886169,0.8808033466339111,0.4981580972671509,0.7632990479469299,0.6699926853179932,0.6922027826309204,1,1,0.14200236920662335
2023-03-05,0.5392289161682129,0.8354113698005676,0.5597982406616211,0.6917459964752197,0.6578984260559082,0.656816589832306,0,1,0.11869788364108551
2023-03-06,0.6107508540153503,0.8216492533683777,0.6453243494033813,0.6364712715148926,0.6905267834663391,0.6809445023536682,0,0,0.08376075885209901
2023-03-07,0.7116147875785828,0.8186693787574768,0.6870920658111572,0.6286508440971375,0.6535789966583252,0.6999212145805359,0,0,0.07353488980373832
2023-03-08,0.6826422214508057,0.8915663361549377,0.6739529371261597,0.6184804439544678,0.6410285234451294,0.7015340924263,0,0,0.10930314379674017
2023-03-09,0.6885703802108765,0.9007044434547424,0.711704432964325,0.7005189061164856,0.6986203193664551,0.7400236964225769,0,0,0.09019783116515818
2023-03-10,0.6280354857444763,0.9033401608467102,0.6002861261367798,0.8028278946876526,0.7296096086502075,0.7328198552131653,1,0,0.12503355483155051
2023-03-11,0.6826423406600952,0.88796067237854,0.5621343851089478,0.8009495139122009,0.7726689577102661,0.74127117395401,1,1,0.12408914461399947
2023-03-12,0.6121575236320496,0.812183141708374,0.6017640829086304,0.7391232252120972,0.7418694496154785,0.7014194846153259,1,1,0.09113898208784119
2023-03-13,0.584266185760498,0.7854568958282471,0.7135859131813049,0.45766207575798035,0.7216503024101257,0.6525242745876312,1,0,0.13115683021026864
2023-03-14,0.39026588201522827,0.6951252222061157,0.7131952047348022,0.3319253623485565,0.6579298973083496,0.5576883137226105,0,0,0.18174078580322464
2023-03-15,0.32458871603012085,0.8226416707038879,0.6618674993515015,0.4126512110233307,0.5316011905670166,0.5506700575351715,1,0,0.19802716107438495
2023-03-16,0.46326789259910583,0.8400362133979797,0.5554661750793457,0.5036324262619019,0.5600663423538208,0.5844938099384308,1,0,0.14830333031395157
2023-03-17,0.5534114837646484,0.8351148962974548,0.45201677083969116,0.4522533714771271,0.5298571586608887,0.564530736207962,0,0,0.15796145216471386
2023-03-18,0.26179108023643494,0.7295651435852051,0.38315996527671814,0.18542711436748505,0.4261874556541443,0.3972261518239975,1,1,0.20897805569713193
2023-03-19,0.31544050574302673,0.563890278339386,0.3031109571456909,0.25315621495246887,0.3146444261074066,0.35004847645759585,0,1,0.12224025084742275
2023-03-20,0.2356024831533432,0.3500526249408722,0.2915698289871216,0.14546452462673187,0.3157607913017273,0.2676900506019592,1,0,0.08005205300860845
2023-03-21,0.439086377620697,0.3520846962928772,0.31371018290519714,0.22380796074867249,0.39133527874946594,0.34400489926338196,0,0,0.08171751546712439
2023-03-22,0.3642611503601074,0.4075179994106293,0.22264617681503296,0.20523913204669952,0.36162540316581726,0.3122579723596573,1,0,0.09178678088777452
2023-03-23,0.5384620428085327,0.709558367729187,0.33252429962158203,0.4047743082046509,0.39918872714042664,0.47690154910087584,0,0,0.1500044177543966
2023-03-24,0.45300331711769104,0.6756144762039185,0.22842049598693848,0.2738976776599884,0.342687726020813,0.3947247385978699,1,0,0.17836729510332927
2023-03-25,0.568845272064209,0.638218104839325,0.19645220041275024,0.36479082703590393,0.2969628870487213,0.4130538582801819,1,1,0.18553477741022192
2023-03-26,0.5099759101867676,0.4080165922641754,0.1674230992794037,0.2566993236541748,0.2656855583190918,0.32156009674072267,0,1,0.13607198672976117
2023-03-27,0.5168952941894531,0.37947770953178406,0.22863177955150604,0.22156298160552979,0.42311370372772217,0.35393629372119906,1,0,0.12768851636130735
2023-03-28,0.7042554020881653,0.5341979265213013,0.4247705340385437,0.3509208858013153,0.5218324661254883,0.5071954429149628,1,0,0.13322125101037083
2023-03-29,0.527817964553833,0.6408159732818604,0.43127205967903137,0.385621577501297,0.4636034071445465,0.48982619643211367,0,0,0.0990152909574909
2023-03-30,0.4920350909233093,0.7886601686477661,0.4848320186138153,0.3833373486995697,0.4537334144115448,0.5205196082592011,1,0,0.15593564372409588
2023-03-31,0.6866173148155212,0.8968632221221924,0.38885265588760376,0.5617556571960449,0.44925040006637573,0.5966678500175476,0,0,0.202698105762897
2023-04-01,0.427722305059433,0.8280237913131714,0.4061643183231354,0.43517830967903137,0.4677543044090271,0.5129686057567596,0,1,0.1775031836003178
2023-04-02,0.4339710772037506,0.7911684513092041,0.42069390416145325,0.44871318340301514,0.4586537480354309,0.5106400728225708,0,1,0.15748185362162248
2023-04-03,0.5155231356620789,0.8112201690673828,0.5252865552902222,0.4337920546531677,0.5421642065048218,0.5655972242355347,1,0,0.14351367918577868
2023-04-04,0.5547665953636169,0.8070381879806519,0.5844858884811401,0.4780978560447693,0.5617424249649048,0.5972261905670166,1,0,0.12393230459420711
2023-04-05,0.49626997113227844,0.831170380115509,0.5767661929130554,0.4984891414642334,0.5377263426780701,0.5880844056606293,0,0,0.13983206819075514
2023-04-06,0.5146366357803345,0.8696146607398987,0.6073639392852783,0.5807316899299622,0.5800895690917969,0.6304872989654541,0,0,0.13797962972794914
2023-04-07,0.6229408979415894,0.9270329475402832,0.5785920023918152,0.6411342620849609,0.6390175223350525,0.6817435264587403,1,0,0.13940902940065505
2023-04-08,0.6174099445343018,0.8939630389213562,0.5241145491600037,0.6362221837043762,0.6115512847900391,0.6566522002220154,1,1,0.13952965266601336
2023-04-09,0.5308403968811035,0.8507912158966064,0.5574672222137451,0.5618031024932861,0.5932680368423462,0.6188339948654175,1,1,0.1315475649288291
2023-04-10,0.537294864654541,0.8700854182243347,0.6511659622192383,0.45387524366378784,0.6243717670440674,0.6273586511611938,1,0,0.15628497312785292
2023-04-11,0.4866460859775543,0.8456560969352722,0.6531845927238464,0.34720632433891296,0.6200066804885864,0.5905399560928345,0,0,0.18700406162278202
2023-04-12,0.35095104575157166,0.8650746941566467,0.5942876935005188,0.4155412018299103,0.5752381682395935,0.5602185606956482,1,0,0.19940410446432327
2023-04-13,0.5216988325119019,0.8942895531654358,0.6082708835601807,0.5385446548461914,0.6211744546890259,0.6367956757545471,1,0,0.15021761685581328
2023-04-14,0.6281992197036743,0.9246768355369568,0.6491926908493042,0.5525130033493042,0.6319218873977661,0.6773007273674011,0,0,0.14320193246555357
2023-04-15,0.5313395857810974,0.8603560328483582,0.5618739724159241,0.5566394329071045,0.613495945930481,0.624740993976593,1,1,0.13505073650392957
2023-04-16,0.48603522777557373,0.8043911457061768,0.5651602745056152,0.5117356777191162,0.5756050944328308,0.5885854840278626,0,1,0.12620594513999425
2023-04-17,0.5328181982040405,0.80000239610672,0.6011585593223572,0.4491494596004486,0.5960018038749695,0.5958260834217072,1,0,0.1296152560597734
2023-04-18,0.7301706075668335,0.8223891258239746,0.6334037780761719,0.5651787519454956,0.6160163879394531,0.6734317302703857,0,0,0.10250008743291306
2023-04-19,0.4845185875892639,0.8076350688934326,0.5299097299575806,0.44944852590560913,0.6469116806983948,0.5836847186088562,0,0,0.1456849636243901
2023-04-20,0.7390190362930298,0.8839242458343506,0.6172380447387695,0.665489673614502,0.6410966515541077,0.7093535304069519,0,0,0.10773031034443864
2023-04-21,0.8152343034744263,0.9130663871765137,0.5647594928741455,0.715289831161499,0.6595703363418579,0.7335840702056885,1,0,0.1352729764142686
2023-04-22,0.73442542552948,0.8712343573570251,0.4984549582004547,0.7920781373977661,0.639147162437439,0.7070680081844329,0,1,0.14409925959553097
2023-04-23,0.5059038400650024,0.7902717590332031,0.5256209373474121,0.6543529629707336,0.6137276291847229,0.6179754257202148,0,1,0.11414550724710537
2023-04-24,0.6408214569091797,0.7380322813987732,0.5881534814834595,0.6283522844314575,0.6156262159347534,0.6421971440315246,1,0,0.05701902728067291
2023-04-25,0.6299992799758911,0.7239941358566284,0.6016333103179932,0.6179149746894836,0.6208702325820923,0.6388823866844178,1,0,0.04866847846211994
2023-04-26,0.5139002799987793,0.7826650738716125,0.5346040725708008,0.5445663332939148,0.6193194389343262,0.5990110397338867,1,0,0.11011080809156987
2023-04-27,0.5889936685562134,0.8948957324028015,0.6029424071311951,0.6201894283294678,0.6931617259979248,0.6800365924835206,0,0,0.12663997157915663
2023-04-28,0.5833401679992676,0.8892253041267395,0.5909785032272339,0.6103909015655518,0.673794150352478,0.6695458054542541,0,0,0.12784821677843505
2023-04-29,0.5799245834350586,0.845272958278656,0.4991673529148102,0.6416372060775757,0.6138578653335571,0.6359719932079315,1,1,0.1286320770803475
2023-04-30,0.5020570158958435,0.7712759375572205,0.45425909757614136,0.5629963874816895,0.5935901403427124,0.5768357157707215,0,1,0.12134261296182186
2023-05-01,0.5770002007484436,0.6935734748840332,0.49137911200523376,0.549251914024353,0.6174306273460388,0.5857270658016205,1,0,0.07573654174664964
2023-05-02,0.7409814596176147,0.7106490135192871,0.5472104549407959,0.6395809650421143,0.6350433230400085,0.6546930432319641,1,0,0.07540516330090773
2023-05-03,0.6464623212814331,0.7555919289588928,0.4592497646808624,0.5621196031570435,0.6508376598358154,0.6148522555828094,0,0,0.110786584297781
2023-05-04,0.6340961456298828,0.8749273419380188,0.4947570264339447,0.5809512734413147,0.6722207069396973,0.6513904988765716,1,0,0.1415957640586456
2023-05-05,0.7926821708679199,0.9088919758796692,0.5660035610198975,0.6674137711524963,0.6320488452911377,0.7134080648422241,0,0,0.13689524166835942
2023-05-06,0.5614143013954163,0.8634254336357117,0.46185341477394104,0.5844830870628357,0.569231390953064,0.6080815255641937,0,1,0.15068777392770327
2023-05-07,0.49254512786865234,0.7823624610900879,0.45054876804351807,0.6104968786239624,0.5650053024291992,0.580191707611084,0,1,0.1289488838406544
2023-05-08,0.6057420969009399,0.7157000303268433,0.4973258972167969,0.5994418859481812,0.5872530937194824,0.6010926008224488,0,0,0.07765028381310182
2023-05-09,0.7324048280715942,0.7118000984191895,0.5609244108200073,0.630831241607666,0.6225677728652954,0.6517056703567505,0,0,0.07008867645514778
2023-05-10,0.7322381734848022,0.8020939826965332,0.5660074949264526,0.6064013242721558,0.6167178750038147,0.6646917700767517,0,0,0.09858973259001465
2023-05-11,0.7100300192832947,0.8924010992050171,0.6186575889587402,0.6469711065292358,0.6797891855239868,0.709569799900055,0,0,0.1078169830198487
2023-05-12,0.8273080587387085,0.916678786277771,0.6235696077346802,0.7441987991333008,0.7051308155059814,0.7633772134780884,0,0,0.11279976315999451
2023-05-13,0.6174608469009399,0.8689020872116089,0.5520391464233398,0.7297035455703735,0.6979928016662598,0.6932196855545044,1,1,0.12030119200841811
2023-05-14,0.5838168859481812,0.8190970420837402,0.5473518967628479,0.7002357244491577,0.6575077772140503,0.6616018652915955,1,1,0.10655705709109227
2023-05-15,0.5906280279159546,0.7566167116165161,0.6001772284507751,0.6031544208526611,0.6701816916465759,0.6441516160964966,0,0,0.07036557009977883
2023-05-16,0.5973950624465942,0.7213096022605896,0.570885956287384,0.5926821231842041,0.6236681938171387,0.6211881875991822,1,0,0.0590327686385829
2023-05-17,0.7246876955032349,0.8387494087219238,0.5714571475982666,0.5998951196670532,0.6068376302719116,0.668325400352478,0,0,0.11187935300938055
2023-05-18,0.6423326730728149,0.9110497832298279,0.5631850361824036,0.5919108986854553,0.6916850805282593,0.6800326943397522,1,0,0.13815280593680773
2023-05-19,0.7900668382644653,0.9263917803764343,0.6462292671203613,0.7036759853363037,0.7032026648521423,0.7539133071899414,1,0,0.10925556251393498
2023-05-20,0.6546737551689148,0.8950618505477905,0.6072374582290649,0.727798342704773,0.6902877688407898,0.7150118350982666,0,1,0.11005542068834537
2023-05-21,0.5989779233932495,0.8424256443977356,0.5955356359481812,0.6362483501434326,0.6792870759963989,0.6704949259757995,1,1,0.10191157762387319
2023-05-22,0.6626958847045898,0.8089627027511597,0.6386590600013733,0.6368914842605591,0.7009460926055908,0.6896310448646545,1,0,0.07154226412720235
2023-05-23,0.6591345071792603,0.749473512172699,0.5725506544113159,0.6043350696563721,0.6872000694274902,0.6545387625694274,0,0,0.0695394657332902
2023-05-24,0.660175621509552,0.824469804763794,0.5487010478973389,0.5850913524627686,0.6589879989624023,0.6554851651191711,1,0,0.10600497065357017
2023-05-25,0.7962539196014404,0.9253442883491516,0.657126784324646,0.6866542100906372,0.7218624353408813,0.7574483275413513,1,0,0.10728175806424259
2023-05-26,0.7778511047363281,0.9270197153091431,0.6746625304222107,0.6956360340118408,0.7313933968544006,0.7613125562667846,1,0,0.10055990105116704
2023-05-27,0.6729884743690491,0.8927173614501953,0.6342343091964722,0.7301205992698669,0.6884132623672485,0.7236948013305664,1,1,0.10053483842302259
2023-05-28,0.5763100981712341,0.8345736861228943,0.600214421749115,0.6385419368743896,0.6584576964378357,0.6616195678710938,0,1,0.10186265151463897
2023-05-29,0.3649609386920929,0.7177474498748779,0.5156295299530029,0.4462219774723053,0.6629269123077393,0.5414973616600036,0,0,0.1472420469413393
2023-05-30,0.5832666158676147,0.7280628681182861,0.5144875645637512,0.5866654515266418,0.6609472036361694,0.6146859407424927,0,0,0.08186340526456119
2023-05-31,0.6893055438995361,0.817295491695404,0.48940789699554443,0.5756641030311584,0.6399258971214294,0.6423197865486145,0,0,0.12314109346996545
2023-06-01,0.780971348285675,0.9141758680343628,0.5869291424751282,0.6547156572341919,0.6914791464805603,0.7256542325019837,1,0,0.12653582391064644
2023-06-02,0.8521188497543335,0.918880820274353,0.6449794769287109,0.7281820774078369,0.6983575224876404,0.768503749370575,0,0,0.113368122419687
2023-06-03,0.6168432235717773,0.8741035461425781,0.549836277961731,0.7055396437644958,0.67136549949646,0.6835376381874084,1,1,0.12172901580110446
2023-06-04,0.5737898945808411,0.818220317363739,0.5320663452148438,0.6768571138381958,0.6419222354888916,0.6485711812973023,0,1,0.1104431409161855
2023-06-05,0.6044515371322632,0.7273615598678589,0.518092691898346,0.6121050715446472,0.6558033227920532,0.6235628366470337,1,0,0.07654099795654377
2023-06-06,0.7767512798309326,0.7875289916992188,0.6338396072387695,0.6880383491516113,0.6686804294586182,0.71096773147583,0,0,0.06791874158723439
2023-06-07,0.36980706453323364,0.7036741971969604,0.48222318291664124,0.5031161308288574,0.7041303515434265,0.5525901854038239,1,0,0.14713910676927272
2023-06-08,0.7691211700439453,0.8971747756004333,0.6199054718017578,0.6831743717193604,0.682664155960083,0.730407989025116,0,0,0.10727437485425047
2023-06-09,0.7878242135047913,0.9027299880981445,0.5957757234573364,0.6914839148521423,0.6624836325645447,0.7280594944953919,0,0,0.11960201267951516
2023-06-10,0.7112457752227783,0.8682280778884888,0.5261514186859131,0.7348860502243042,0.6186977624893188,0.6918418169021606,1,1,0.12859315051990902
2023-06-11,0.5901224613189697,0.7996378540992737,0.49729108810424805,0.7215039730072021,0.6281012296676636,0.6473313212394715,0,1,0.11710420984807395
2023-06-12,0.6202809810638428,0.7308036684989929,0.5519172549247742,0.6529184579849243,0.6687244176864624,0.6449289560317993,1,0,0.06569478973058727
2023-06-13,0.6788469552993774,0.7107661366462708,0.5446587204933167,0.6390613913536072,0.652420163154602,0.6451506733894348,0,0,0.06250877111853358
2023-06-14,0.7475823760032654,0.835685133934021,0.5789110660552979,0.6262575387954712,0.6359764933586121,0.6848825216293335,1,0,0.10456019465647194
2023-06-15,0.7729188203811646,0.9058956503868103,0.6715341210365295,0.7069698572158813,0.6934702396392822,0.7501577377319336,1,0,0.0949114098609884
2023-06-16,0.7382522821426392,0.9182563424110413,0.6464492082595825,0.6925180554389954,0.7333551645278931,0.7457662105560303,1,0,0.10327459965983117
2023-06-17,0.578244149684906,0.8686726689338684,0.5519722700119019,0.6537386775016785,0.6916804313659668,0.6688616394996643,0,1,0.1250484934784912
2023-06-18,0.5127959251403809,0.8367165327072144,0.541996419429779,0.5992792248725891,0.6494507789611816,0.628047776222229,1,1,0.1279806559500347
2023-06-19,0.5653095245361328,0.7731107473373413,0.561816394329071,0.5776206254959106,0.6619113087654114,0.6279537200927734,1,0,0.09090591550436879
2023-06-20,0.489331990480423,0.7067852020263672,0.48195159435272217,0.5123640894889832,0.6357017159461975,0.5652269184589386,1,0,0.1006165283539351
2023-06-21,0.2949976921081543,0.7520402073860168,0.4670380651950836,0.4106382429599762,0.6464701890945435,0.5142368793487548,0,0,0.1837541140852155
2023-06-22,0.29745906591415405,0.858907163143158,0.4972076714038849,0.4108171761035919,0.636960506439209,0.5402703166007996,1,0,0.2170531290038249
2023-06-23,0.5493733882904053,0.895413339138031,0.5010365843772888,0.5487829446792603,0.5855732560157776,0.6160359025001526,0,0,0.1590372749061764
2023-06-24,0.3893810510635376,0.7962114810943604,0.44955959916114807,0.4455617666244507,0.5179852247238159,0.5197398245334626,0,1,0.16113714161473125
2023-06-25,0.3945065438747406,0.7046211957931519,0.3751194179058075,0.4338056445121765,0.4703747034072876,0.47568550109863283,0,1,0.1331326776657288
2023-06-26,0.44682565331459045,0.597758412361145,0.398019015789032,0.4091787040233612,0.4925803244113922,0.4688724219799042,1,0,0.08099887081799374
2023-06-27,0.5741235017776489,0.5856945514678955,0.3489214777946472,0.43244412541389465,0.5199708938598633,0.4922309100627899,0,0,0.10040344682730197
2023-06-28,0.5531660318374634,0.6901484131813049,0.2959522604942322,0.4569382667541504,0.5235159397125244,0.5039441823959351,1,0,0.1440035202616258
2023-06-29,0.6974904537200928,0.8576288223266602,0.4303686022758484,0.5554153323173523,0.5310362577438354,0.6143878936767578,1,0,0.16610278645307178
2023-06-30,0.7317485809326172,0.8886648416519165,0.44713979959487915,0.5904168486595154,0.5299413800239563,0.637582290172577,1,0,0.1746347793260707
2023-07-01,0.514980673789978,0.832487940788269,0.3817766308784485,0.5757729411125183,0.5161416530609131,0.5642319679260254,1,1,0.1659237621721239
2023-07-02,0.4274523854255676,0.7656684517860413,0.40324172377586365,0.4969092607498169,0.484770804643631,0.5156085252761841,1,1,0.14511064522160969
2023-07-03,0.46934744715690613,0.6702642440795898,0.45664915442466736,0.43615445494651794,0.5092409253120422,0.5083312451839447,0,0,0.0943707948892467
2023-07-04,0.4346175193786621,0.6073729395866394,0.3912516236305237,0.41134899854660034,0.5020182132720947,0.46932185888290406,0,0,0.0877316331521491
2023-07-05,0.6281934976577759,0.7995061874389648,0.4638109803199768,0.538741946220398,0.5112846493721008,0.5883074522018432,0,0,0.13236731605446542
2023-07-06,0.7150905728340149,0.8948855996131897,0.5424408316612244,0.6050851345062256,0.6253833770751953,0.6765771031379699,1,0,0.1368085573657722
2023-07-07,0.8210389614105225,0.9257351160049438,0.5926780700683594,0.7433479428291321,0.67860347032547,0.7522807121276855,0,0,0.12825293441876534
2023-07-08,0.6082983613014221,0.8953638076782227,0.6093481779098511,0.7172595858573914,0.6994991302490234,0.7059538125991821,0,1,0.11716960515738212
