Date,Actual_Ret,Prob,Position,Strat_Ret
2023-09-18,0.01659208048714994,0.50767744,0.0,0.0
2023-09-19,-0.003138296199427117,0.5089778,0.0,-0.0
2023-09-20,-0.020745316649489014,0.51165605,0.0,-0.0
2023-09-21,0.0004538251782273123,0.51393807,0.0,0.0
2023-09-22,-0.0001572726369548166,0.5146996,0.0,-0.0
2023-09-23,-0.01240277490489352,0.51541257,0.0,-0.0
2023-09-24,0.002147539347757194,0.515908,0.0,0.0
2023-09-25,-0.0031656440496646743,0.51471233,0.0,-0.0
2023-09-26,0.005754212215801185,0.51336,0.0,0.0
2023-09-27,0.024288394222757907,0.51214004,0.0,0.0
2023-09-28,-0.0042437853832940535,0.51136625,0.0,-0.0
2023-09-29,0.002064247824862265,0.51280177,0.0,0.0
2023-09-30,0.03748988079317705,0.5135499,0.0,0.0
2023-10-01,-0.017952769440012815,0.51501584,0.0,-0.0
2023-10-02,-0.0024781075361443865,0.5190758,0.0,-0.0
2023-10-03,0.012756619276586195,0.5188006,0.0,0.0
2023-10-04,-0.013342721522066095,0.51977056,0.0,-0.0
2023-10-05,0.018818266735082634,0.52161896,0.043237924575805664,0.0008136627977388956
2023-10-06,0.0009154062279922295,0.52202815,0.04405629634857178,4.032940805975392e-05
2023-10-07,-0.0014181982742726472,0.5238498,0.047699570655822754,-6.764744878763403e-05
2023-10-08,-0.011779875664382407,0.52635133,0.05270266532897949,-0.0006208308447569359
2023-10-09,-0.007275373195296091,0.52761954,0.055239081382751465,-0.0004018849320248493
2023-10-10,-0.01896652932854734,0.52670866,0.053417325019836426,-0.0010131412616412733
2023-10-11,-0.004321426540286491,0.52540874,0.05081748962402344,-0.00021960404837198825
2023-10-12,0.0038182399293200187,0.52103734,0.04207468032836914,0.00016065122444315456
2023-10-13,-0.0003544668067039467,0.51873493,0.0,-0.0
2023-10-14,0.011171707530674917,0.5167918,0.0,0.0
2023-10-15,0.04840156611029453,0.51557744,0.0,0.0
2023-10-16,-0.0036863346095197267,0.51597273,0.0,-0.0
2023-10-17,-0.0026768518861103275,0.51698077,0.0,-0.0
2023-10-18,0.01380644022600064,0.5187944,0.0,0.0
2023-10-19,0.03272936881268124,0.52022934,0.04045867919921875,0.0013241870331851852
2023-10-20,0.008082108028452294,0.52225375,0.044507503509521484,0.00035971445144067224
2023-10-21,0.002759830846653565,0.5250794,0.05015885829925537,0.00013842996436721014
2023-10-22,0.09768020786547688,0.5299883,0.05997657775878906,0.005858524582538453
2023-10-23,0.02545906657086265,0.53453505,0.06907010078430176,0.0017584602939237312
2023-10-24,0.016759533553249224,0.53900814,0.07801628112792969,0.0013075164812632618
2023-10-25,-0.01003363081588025,0.5429213,0.08584260940551758,-0.000861313051046773
2023-10-26,-0.00763160546721126,0.548372,0.09674394130706787,-0.0007383115913985844
2023-10-27,0.005560455807826632,0.55034685,0.1006937026977539,0.0005599028839772939
2023-10-28,0.012969433130901344,0.55149424,0.10298848152160645,0.0013357022243475436
2023-10-29,-0.0014828854979810758,0.5528506,0.10570120811462402,-0.00015674278863225558
2023-10-30,0.004775852062776867,0.5542265,0.10845303535461426,0.000517955652612747
2023-10-31,0.022314560261213128,0.555002,0.11000394821166992,0.0024546897313406767
2023-11-01,-0.013639193957310053,0.55550754,0.11101508140563965,-0.001514156227478084
2023-11-02,-0.0064546666973641625,0.5558537,0.11170744895935059,-0.0007210343506454271
2023-11-03,0.00989677583723088,0.55545986,0.11091971397399902,0.001097747545130434
2023-11-04,-0.0014324869251003767,0.5550474,0.11009478569030762,-0.0001577093410230937
2023-11-05,0.0009766198683485855,0.55451965,0.109039306640625,0.00010648995329618823
2023-11-06,0.010022908737337355,0.5540437,0.10808742046356201,0.001083350350960492
2023-11-07,0.0063528178351219345,0.55391395,0.10782790184020996,0.0006850110179342631
2023-11-08,0.029766675983155067,0.55361646,0.10723292827606201,0.003191967830718445
2023-11-09,0.01623057053490802,0.55351126,0.10702252388000488,0.0017370366226582973
2023-11-10,-0.004611757237879132,0.5533009,0.10660183429718018,-0.0004916217808912126
2023-11-11,-0.0017756126342137468,0.5538268,0.10765361785888672,-0.0001911511239890579
2023-11-12,-0.016353527492521336,0.5542582,0.10851645469665527,-0.0017746268252726981
2023-11-13,-0.0253224983929354,0.55475247,0.10950493812561035,-0.0027729386197042584
2023-11-14,0.06287397140001015,0.5538949,0.10778975486755371,0.006777169964756677
2023-11-15,-0.04579700167213188,0.5513824,0.10276484489440918,-0.00470632177346563
2023-11-16,0.012377896572665345,0.5508107,0.10162138938903809,0.001257859047428065
2023-11-17,-0.001252220312786142,0.54790515,0.09581029415130615,-0.00011997559651028087
2023-11-18,0.021420590373204398,0.5464969,0.0929938554763794,0.0019919832853844935
2023-11-19,0.0023772666332884944,0.5450549,0.09010982513427734,0.00021421508062317846
2023-11-20,-0.046657457238005864,0.54470813,0.0894162654876709,-0.004171935583373185
2023-11-21,0.045576998787717926,0.54296845,0.08593690395355225,0.0039167461673112825
2023-11-22,-0.003053710529443689,0.537748,0.07549595832824707,-0.00023054280287741004
2023-11-23,0.011180012954367782,0.5353278,0.07065558433532715,0.0007899303481673828
2023-11-24,0.0017776195288349984,0.53406006,0.06812012195587158,0.00012109165909537907
2023-11-25,-0.008859513391713852,0.53434217,0.06868433952331543,-0.000608509825807834
2023-11-26,-0.005482130309367848,0.5341673,0.06833457946777344,-0.0003746190692781866
2023-11-27,0.01535223194675372,0.5342724,0.06854474544525146,0.001052314830806691
2023-11-28,0.0009453771250752638,0.53302264,0.06604528427124023,6.243770096912363e-05
2023-11-29,-0.0034581251896556686,0.5326849,0.06536984443664551,-0.0002260571056902363
2023-11-30,0.025092382063089787,0.5321496,0.06429922580718994,0.001613420740314893
2023-12-01,0.019655100831166433,0.5317853,0.06357061862945557,0.0012494869190615764
2023-12-02,0.013142794289187723,0.53319645,0.06639289855957031,0.0008725882080313405
2023-12-03,0.049271977534901416,0.53519046,0.07038092613220215,0.0034678074112714204
2023-12-04,0.04839691964470645,0.53764987,0.07529973983764648,0.003644275458189878
2023-12-05,-0.007072982823143485,0.5395168,0.07903361320495605,-0.0005590033886496203
2023-12-06,-0.011249508685349425,0.54267335,0.08534669876098633,-0.0009601084289776167
2023-12-07,0.020536119557329653,0.5455792,0.09115839004516602,0.0018720395966212186
2023-12-08,-0.010408972260493799,0.5469742,0.0939483642578125,-0.0009779059174783375
2023-12-09,0.0017350244818206502,0.5482167,0.09643340110778809,0.00016731431178724295
2023-12-10,-0.05966075735492428,0.54908955,0.09817910194396973,-0.005857439578403552
2023-12-11,0.005776503301278852,0.55008996,0.10017991065979004,0.0005786895846480977
2023-12-12,0.032639616880829996,0.5465507,0.0931013822555542,0.003038793447896993
2023-12-13,0.0035680023564587876,0.5445373,0.08907461166381836,0.0003178184243171553
2023-12-14,-0.025470477640977214,0.5433364,0.08667278289794922,-0.002207597178883488
2023-12-15,0.008020387258140575,0.54288876,0.08577752113342285,0.0006879689375333886
2023-12-16,-0.021599191335207872,0.5403619,0.08072376251220703,-0.0017435679917990402
2023-12-17,0.030541766708551847,0.53852725,0.07705450057983398,0.0023533805805532626
2023-12-18,-0.008990828549252048,0.53541696,0.07083392143249512,-0.0006368556430707536
2023-12-19,0.03241755264462973,0.5336914,0.0673828125,0.002184385871561964
2023-12-20,0.004406916568444891,0.5315373,0.06307458877563477,0.000277964450323193
2023-12-21,0.0024419680670525194,0.53095984,0.0619196891784668,0.00015120590369563337
2023-12-22,-0.006088221088727501,0.53253543,0.06507086753845215,-0.0003961658280093981
2023-12-23,-0.016395107062850675,0.5338229,0.06764578819274902,-0.0011090599397710404
2023-12-24,0.013507101635684676,0.53428936,0.06857872009277344,0.0009262997423382616
2023-12-25,-0.02479535186467053,0.5329217,0.06584334373474121,-0.0016326088758493581
2023-12-26,0.02140979529821103,0.53284824,0.06569647789001465,0.0014065481434386606
2023-12-27,-0.02012077980823538,0.5303664,0.06073284149169922,-0.0012219921307829414
2023-12-28,-0.011740790238734814,0.5305364,0.06107282638549805,-0.0007170432438788015
2023-12-29,0.0017416561151908701,0.5286652,0.05733036994934082,9.984978940842433e-05
2023-12-30,0.0033947781497301243,0.5268456,0.05369114875793457,0.00018226953863734597
2023-12-31,0.04386318131378095,0.52516735,0.05033469200134277,0.0022078397216282178
2024-01-01,0.01722000317113513,0.52395916,0.04791831970214844,0.0008251536172264631
2024-01-02,-0.04788769521256018,0.5251689,0.050337791442871094,-0.002410560814289631
2024-01-03,0.03002352150755492,0.52565503,0.051310062408447266,0.0015405087622740016
2024-01-04,-0.0001356796630157846,0.52296615,0.04593229293823242,-6.2320780274016775e-06
2024-01-05,-0.004012787545087865,0.522777,0.04555404186248779,-0.00018279869181420222
2024-01-06,-0.000894225072540774,0.52294564,0.04589128494262695,-4.103713760680991e-05
2024-01-07,0.06653020711240704,0.5238142,0.04762840270996094,0.00316872749672683
2024-01-08,-0.018075510415030107,0.5244024,0.04880475997924805,-0.0008821709473079426
2024-01-09,0.01172860796383382,0.52679515,0.05359029769897461,0.0006285395923764189
2024-01-10,-0.006771062230729273,0.52764237,0.055284738540649414,-0.00037433640506833425
2024-01-11,-0.0798528754667809,0.52877545,0.057550907135009766,-0.004595605420452207
2024-01-12,0.0015242196406752171,0.5280007,0.05600142478942871,8.535847156984322e-05
2024-01-13,-0.02638212870563945,0.5235722,0.047144412994384766,-0.0012437699713696798
2024-01-14,0.01848861088034885,0.5224377,0.044875383377075195,0.0008296835013652183
2024-01-15,0.014637901828299413,0.5195545,0.0,0.0
2024-01-16,-0.008423584725432613,0.5187113,0.0,-0.0
2024-01-17,-0.03445139745815894,0.5178882,0.0,-0.0
2024-01-18,0.007990013891329613,0.51746094,0.0,0.0
2024-01-19,0.0008880084302503328,0.5146953,0.0,0.0
2024-01-20,-0.002778941360300473,0.51282424,0.0,-0.0
2024-01-21,-0.049606002668420156,0.5115216,0.0,-0.0
2024-01-22,0.008294955472882228,0.51059735,0.0,0.0
2024-01-23,0.004683034141144241,0.5076828,0.0,0.0
2024-01-24,-0.003092975166303934,0.5053362,0.0,-0.0
2024-01-25,0.04555239092628425,0.5042788,0.0,0.0
2024-01-26,0.00707902280697713,0.50342464,0.0,0.0
2024-01-27,-0.002128775638974226,0.50453496,0.0,-0.0
2024-01-28,0.029806119942710457,0.50622547,0.0,0.0
2024-01-29,-0.008385579459892248,0.5078282,0.0,-0.0
2024-01-30,-0.008444749797383772,0.51009417,0.0,-0.0
2024-01-31,0.011742435619609937,0.5112224,0.0,0.0
2024-02-01,0.0027134001651212595,0.5118102,0.0,0.0
2024-02-02,-0.004382505832045197,0.51388013,0.0,-0.0
2024-02-03,-0.010005694851545816,0.5159597,0.0,-0.0
2024-02-04,0.002950351987088814,0.5180919,0.0,0.0
2024-02-05,0.009095988310426472,0.5189887,0.0,0.0
2024-02-06,0.028605054685199374,0.5189746,0.0,0.0
2024-02-07,0.02095275967005496,0.51959074,0.0,0.0
2024-02-08,0.03991206359421791,0.52181816,0.043636322021484375,0.0017416156595392556
2024-02-09,0.013033381077871586,0.52398527,0.04797053337097168,0.0006252182419326297
2024-02-10,0.01142945972783506,0.52706236,0.05412471294403076,0.0006186162268744327
2024-02-11,0.03293568144658824,0.53161174,0.06322348117828369,0.002082308436032319
2024-02-12,-0.004370351494182536,0.5355433,0.07108664512634277,-0.0003106736257443358
2024-02-13,0.041300218103198914,0.5387775,0.07755494117736816,0.0032030359856060676
2024-02-14,0.0016364577734705157,0.54126936,0.08253872394561768,0.00013507113641314305
2024-02-15,0.004694246184426713,0.54527843,0.09055685997009277,0.0004250961943882721
2024-02-16,-0.009279917800631372,0.54816115,0.09632229804992676,-0.0008938630082712359
2024-02-17,0.009540032294676114,0.55037713,0.1007542610168457,0.0009611989039269346
2024-02-18,-0.00698552773070659,0.55150664,0.10301327705383301,-0.0007196021034905114
2024-02-19,0.009306488030900633,0.5527104,0.10542082786560059,0.0009810976727388477
2024-02-20,-0.007865510526459354,0.55304694,0.1060938835144043,-0.0008344825575754995
2024-02-21,-0.01087817419895304,0.55290544,0.10581088066101074,-0.0011510291919751064
2024-02-22,-0.010668655359765033,0.5523287,0.10465741157531738,-0.0011165538549421448
2024-02-23,0.016109250933854777,0.5514419,0.10288381576538086,0.0016573812051970044
2024-02-24,0.0031100616788884284,0.5502765,0.10055303573608398,0.0003127261431386935
2024-02-25,0.051753212367562834,0.54972184,0.09944367408752441,0.005146529583662357
2024-02-26,0.045937275755513214,0.5492599,0.09851980209350586,0.004525731316147967
2024-02-27,0.09037342510456357,0.54947484,0.09894967079162598,0.008942420662408232
2024-02-28,-0.021060790861507746,0.5500616,0.10012316703796387,-0.002108673081378363
2024-02-29,0.02035257099534111,0.5507554,0.10151076316833496,0.0020660050141747947
2024-03-01,-0.006442143609634661,0.55115414,0.10230827331542969,-0.0006590845891517517
2024-03-02,0.018012936948412033,0.5523044,0.10460877418518066,0.0018843112536483316
2024-03-03,0.07817243529189463,0.5529554,0.1059107780456543,0.008279303443488125
2024-03-04,-0.06855316030923639,0.5540042,0.10800838470458984,-0.0074043161113954235
2024-03-05,0.03621451680304252,0.55505466,0.11010932922363281,0.003987556153340991
2024-03-06,0.011273945248864211,0.55331373,0.1066274642944336,0.0012021121944806679
2024-03-07,0.019282486315176334,0.55320907,0.10641813278198242,0.002052006189055194
2024-03-08,0.0027716745979517753,0.55297804,0.1059560775756836,0.00029367576871512993
2024-03-09,0.009362842188647231,0.55302763,0.10605525970458984,0.0009929786598900725
2024-03-10,0.044283373561153284,0.553439,0.10687804222106934,0.004732920269160327
2024-03-11,-0.008724217811494954,0.5537373,0.10747456550598145,-0.0009376315186699645
2024-03-12,0.022424831790492365,0.5536597,0.10731935501098633,0.0024066184839855024
2024-03-13,-0.02330791194500903,0.55343807,0.10687613487243652,-0.0024910595406296594
2024-03-14,-0.02681836109117046,0.5536349,0.1072697639465332,-0.0028767992636827455
2024-03-15,-0.062322910279710986,0.5525156,0.10503125190734863,-0.006545853289187412
2024-03-16,0.046275814432356635,0.55165946,0.10331892967224121,0.00478116761686234
2024-03-17,-0.01152174525222046,0.5493589,0.09871780872344971,-0.0011374014439690142
2024-03-18,-0.08763155563733493,0.54829156,0.09658312797546387,-0.008463729752809701
2024-03-19,0.09103531158594273,0.5469518,0.0939035415649414,0.008548538165387965
2024-03-20,-0.03508997737785613,0.5428952,0.08579039573669434,-0.0030103830456379294
2024-03-21,-0.026369007379098856,0.54120976,0.0824195146560669,-0.0021733207901475744
2024-03-22,0.003026453038660462,0.5389869,0.07797384262084961,0.00023598417293590294
2024-03-23,0.04909491976870599,0.5373414,0.07468283176422119,0.0036665476335642063
2024-03-24,0.038957731173826136,0.53457,0.06913995742797852,0.0026935358748489706
2024-03-25,0.0015441704140665396,0.5337331,0.06746625900268555,0.00010417940109969734
2024-03-26,-0.007428938024621631,0.53408253,0.06816506385803223,-0.0005063940348456973
2024-03-27,0.01869009109453202,0.5353573,0.07071459293365479,0.0013216621836427583
2024-03-28,-0.01322713532737063,0.5349218,0.06984364986419678,-0.0009238314085112221
2024-03-29,-0.0038493164497219014,0.53545976,0.07091951370239258,-0.00027299165070089756
2024-03-30,0.024107423379159526,0.5364537,0.0729074478149414,0.0017576107119687716
2024-03-31,-0.02313609473301786,0.53658664,0.07317328453063965,-0.0016929440428269493
2024-04-01,-0.06197960825197718,0.5376936,0.07538723945617676,-0.004672471568691832
2024-04-02,0.007598003093028574,0.5369289,0.07385778427124023,0.0005611716733371205
2024-04-03,0.03755725764251874,0.5335063,0.06701254844665527,0.002516807547292801
2024-04-04,-0.009789202703133824,0.53104377,0.0620875358581543,-0.0006077874738535622
2024-04-05,0.015731842680183246,0.5300689,0.06013774871826172,0.000946077601976085
2024-04-06,0.006717834111896003,0.52909935,0.05819869041442871,0.0003909691477337241
2024-04-07,0.03205840927643814,0.5293268,0.05865359306335449,0.0018803408919586713
2024-04-08,-0.03515415339654028,0.52895325,0.057906508445739746,-0.0020356542805595903
2024-04-09,0.02125006308303191,0.52961475,0.059229493141174316,0.00125863046562596
2024-04-10,-0.00888603616768445,0.52823657,0.05647313594818115,-0.0005018223285380986
2024-04-11,-0.04215402471169341,0.5277636,0.0555272102355957,-0.0023406953924426967
2024-04-12,-0.04872735746222276,0.5270329,0.054065823554992676,-0.0026344847108535916
2024-04-13,0.026815078915186055,0.5252899,0.05057978630065918,0.0013563009611654224
2024-04-14,-0.03473882339914055,0.5213709,0.04274177551269531,-0.0014847989913012324
2024-04-15,0.005870468536476564,0.5192209,0.0,0.0
2024-04-16,-0.040238973210926274,0.51681614,0.0,-0.0
2024-04-17,0.035158006998813135,0.5151198,0.0,0.0
2024-04-18,0.005466825160537417,0.51210666,0.0,0.0
2024-04-19,0.01743741302682119,0.5109728,0.0,0.0
2024-04-20,8.623229100669178e-06,0.509511,0.0,0.0
2024-04-21,0.028510785110948657,0.5100204,0.0,0.0
2024-04-22,-0.006084382651452649,0.51010555,0.0,-0.0
2024-04-23,-0.03251015685090299,0.5113805,0.0,-0.0
2024-04-24,0.0032417662557915235,0.5126792,0.0,0.0
2024-04-25,-0.011356469895713836,0.51203483,0.0,-0.0
2024-04-26,-0.004842030716018614,0.51186025,0.0,-0.0
2024-04-27,-0.005425173243951366,0.51112854,0.0,-0.0
2024-04-28,0.01177132522006203,0.5112926,0.0,0.0
2024-04-29,-0.051304831768252054,0.51067734,0.0,-0.0
