Date,Close,SMA_200,Trend_Up,AI_Prob,Actual_Return,Raw_Pos,Final_Pos,Block_Reason,Raw_AI_PnL,Hybrid_PnL
2023-01-22,22707.88,19588.67715,1,0.22161038,0.009142992475145141,-1,0,Blocked Short (Bull Market),-0.009142992475145141,0.0
2023-01-23,22916.45,19595.1345,1,0.21735676,-0.012450835212587299,-1,0,Blocked Short (Bull Market),0.012450835212587299,-0.0
2023-01-24,22632.89,19600.3252,1,0.21594779,0.018736119160646474,-1,0,Blocked Short (Bull Market),-0.018736119160646474,0.0
2023-01-25,23060.94,19607.67075,1,0.22572811,-0.0022265840828143047,-1,0,Blocked Short (Bull Market),0.0022265840828143047,-0.0
2023-01-26,23009.65,19618.40665,1,0.2201469,0.0027996835390564157,-1,0,Blocked Short (Bull Market),-0.0027996835390564157,0.0
2023-01-27,23074.16,19633.959400000003,1,0.23216453,-0.002237034511835935,-1,0,Blocked Short (Bull Market),0.002237034511835935,-0.0
2023-01-28,23022.6,19652.42865,1,0.2271611,0.03078192520585222,-1,0,Blocked Short (Bull Market),-0.03078192520585222,0.0
2023-01-29,23742.3,19669.9658,1,0.23126948,-0.0393514588233174,-1,0,Blocked Short (Bull Market),0.0393514588233174,-0.0
2023-01-30,22826.15,19681.15235,1,0.21372251,0.013013096440887308,-1,0,Blocked Short (Bull Market),-0.013013096440887308,0.0
2023-01-31,23125.13,19692.627800000002,1,0.25767598,0.025932253556535844,-1,0,Blocked Short (Bull Market),-0.025932253556535844,0.0
2023-02-01,23732.66,19705.3131,1,0.24447641,-0.010322486493569127,-1,0,Blocked Short (Bull Market),0.010322486493569127,-0.0
2023-02-02,23488.94,19718.767,1,0.24650624,-0.002431330219096245,-1,0,Blocked Short (Bull Market),0.002431330219096245,-0.0
2023-02-03,23431.9,19723.7636,1,0.26253814,-0.004493712909870792,-1,0,Blocked Short (Bull Market),0.004493712909870792,-0.0
2023-02-04,23326.84,19723.4147,1,0.2535419,-0.017031632139821246,-1,0,Blocked Short (Bull Market),0.017031632139821246,-0.0
2023-02-05,22932.91,19721.96275,1,0.26195914,-0.007457673107036351,-1,0,Blocked Short (Bull Market),0.007457673107036351,-0.0
2023-02-06,22762.52,19720.0144,1,0.27711254,0.020779401555923737,-1,0,Blocked Short (Bull Market),-0.020779401555923737,0.0
2023-02-07,23240.46,19722.79255,1,0.29046184,-0.01201050031064175,-1,0,Blocked Short (Bull Market),0.01201050031064175,-0.0
2023-02-08,22963.0,19725.3522,1,0.27913874,-0.052141700352517424,-1,0,Blocked Short (Bull Market),0.052141700352517424,-0.0
2023-02-09,21796.35,19721.43555,1,0.29498667,-0.007883685677702989,-1,0,Blocked Short (Bull Market),0.007883685677702989,-0.0
2023-02-10,21625.19,19723.006999999998,1,0.3336448,0.010916288456747329,-1,0,Blocked Short (Bull Market),-0.010916288456747329,0.0
2023-02-11,21862.55,19726.046400000003,1,0.36139667,-0.0036204886304742638,-1,0,Blocked Short (Bull Market),0.0036204886304742638,-0.0
2023-02-12,21783.54,19720.20185,1,0.36902356,-0.00043941906477148134,-1,0,Blocked Short (Bull Market),0.00043941906477148134,-0.0
2023-02-13,21773.97,19709.857050000002,1,0.3855193,0.01936986197704005,-1,0,Blocked Short (Bull Market),-0.01936986197704005,0.0
2023-02-14,22199.84,19701.9875,1,0.36563033,0.09138049119365944,-1,0,Blocked Short (Bull Market),-0.09138049119365944,0.0
2023-02-15,24324.05,19705.3902,1,0.33534256,-0.033711393282664585,-1,0,Blocked Short (Bull Market),0.033711393282664585,-0.0
2023-02-16,23517.72,19706.5122,1,0.37430993,0.043770785975072134,-1,0,Blocked Short (Bull Market),-0.043770785975072134,0.0
2023-02-17,24569.97,19713.022,1,0.3195803,0.002519415209186526,-1,0,Blocked Short (Bull Market),-0.002519415209186526,0.0
2023-02-18,24631.95,19721.2428,1,0.30199948,-0.014730846119734737,-1,0,Blocked Short (Bull Market),0.014730846119734737,-0.0
2023-02-19,24271.76,19728.50975,1,0.28986722,0.023230285350592204,-1,0,Blocked Short (Bull Market),-0.023230285350592204,0.0
2023-02-20,24842.2,19739.605850000004,1,0.28601894,-0.015825264394064464,-1,0,Blocked Short (Bull Market),0.015825264394064464,-0.0
2023-02-21,24452.16,19745.304549999997,1,0.26895443,-0.011101316717520895,-1,0,Blocked Short (Bull Market),0.011101316717520895,-0.0
2023-02-22,24182.21,19751.44455,1,0.31279147,-0.01005818454576867,-1,0,Blocked Short (Bull Market),0.01005818454576867,-0.0
2023-02-23,23940.2,19755.2736,1,0.31088936,-0.032041028461487375,-1,0,Blocked Short (Bull Market),0.032041028461487375,-0.0
2023-02-24,23185.29,19752.15005,1,0.34059373,-0.0012178923770018468,-1,0,Blocked Short (Bull Market),0.0012178923770018468,-0.0
2023-02-25,23157.07,19752.18565,1,0.3840394,0.01703161058168721,-1,0,Blocked Short (Bull Market),-0.01703161058168721,0.0
2023-02-26,23554.85,19750.18965,1,0.36165613,-0.0026679753126395687,-1,0,Blocked Short (Bull Market),0.0026679753126395687,-0.0
2023-02-27,23492.09,19747.97815,1,0.33982813,-0.015033201397948169,-1,0,Blocked Short (Bull Market),0.015033201397948169,-0.0
2023-02-28,23141.57,19741.6676,1,0.3347121,0.020842934243896633,-1,0,Blocked Short (Bull Market),-0.020842934243896633,0.0
2023-03-01,23628.97,19737.60555,1,0.35617092,-0.006949915104728103,-1,0,Blocked Short (Bull Market),0.006949915104728103,-0.0
2023-03-02,23465.32,19733.40595,1,0.3135261,-0.048503100831987105,-1,0,Blocked Short (Bull Market),0.048503100831987105,-0.0
2023-03-03,22354.34,19724.70355,1,0.328543,-0.00034764393289772876,-1,0,Blocked Short (Bull Market),0.00034764393289772876,-0.0
2023-03-04,22346.57,19717.1627,1,0.3583116,0.003737206709584325,-1,0,Blocked Short (Bull Market),-0.003737206709584325,0.0
2023-03-05,22430.24,19712.6006,1,0.35479525,-0.000902760617454153,-1,0,Blocked Short (Bull Market),0.000902760617454153,-0.0
2023-03-06,22410.0,19708.6946,1,0.35694095,-0.009506895048812334,-1,0,Blocked Short (Bull Market),0.009506895048812334,-0.0
2023-03-07,22197.96,19715.512450000002,1,0.34911042,-0.022437472391169118,-1,0,Blocked Short (Bull Market),0.022437472391169118,-0.0
2023-03-08,21705.44,19718.3393,1,0.3467331,-0.06388169730657518,-1,0,Blocked Short (Bull Market),0.06388169730657518,-0.0
2023-03-09,20362.22,19712.572350000002,1,0.41163096,-0.010442692083692516,-1,0,Blocked Short (Bull Market),0.010442692083692516,-0.0
2023-03-10,20150.69,19706.32665,1,0.47210306,0.015024507857790617,-1,0,Blocked Short (Bull Market),-0.015024507857790617,0.0
2023-03-11,20455.73,19700.9597,1,0.50617194,0.07264804225261712,0,0,No Signal,0.0,0.0
2023-03-12,21997.11,19704.10485,1,0.48677212,0.0918599391330703,-1,0,Blocked Short (Bull Market),-0.0918599391330703,0.0
2023-03-13,24113.48,19716.87705,1,0.4430047,0.022833529552860565,-1,0,Blocked Short (Bull Market),-0.022833529552860565,0.0
2023-03-14,24670.41,19739.02385,1,0.46459723,-0.015718497080592527,-1,0,Blocked Short (Bull Market),0.015718497080592527,-0.0
2023-03-15,24285.66,19760.26415,1,0.35559347,0.028940970979109415,-1,0,Blocked Short (Bull Market),-0.028940970979109415,0.0
2023-03-16,24998.78,19787.48,1,0.3080182,0.0915382366931726,-1,0,Blocked Short (Bull Market),-0.0915382366931726,0.0
2023-03-17,27395.13,19823.027,1,0.28875333,-0.017960573857961144,-1,0,Blocked Short (Bull Market),0.017960573857961144,-0.0
2023-03-18,26907.49,19858.50615,1,0.33817574,0.03883042537639571,-1,0,Blocked Short (Bull Market),-0.03883042537639571,0.0
2023-03-19,27972.87,19898.1204,1,0.31210366,-0.009188807742989342,-1,0,Blocked Short (Bull Market),0.009188807742989342,-0.0
2023-03-20,27717.01,19936.04815,1,0.26510543,0.013917915171174959,-1,0,Blocked Short (Bull Market),-0.013917915171174959,0.0
2023-03-21,28105.47,19976.816199999997,1,0.30635065,-0.030875102511240874,-1,0,Blocked Short (Bull Market),0.030875102511240874,-0.0
2023-03-22,27250.97,20013.91155,1,0.28756556,0.037610483876124916,-1,0,Blocked Short (Bull Market),-0.037610483876124916,0.0
2023-03-23,28295.41,20055.3871,1,0.34846252,-0.030170604453767236,-1,0,Blocked Short (Bull Market),0.030170604453767236,-0.0
2023-03-24,27454.47,20093.67525,1,0.31456652,0.00030882732901125104,-1,0,Blocked Short (Bull Market),-0.00030882732901125104,0.0
2023-03-25,27462.95,20137.03695,1,0.37207913,0.01822496367160109,-1,0,Blocked Short (Bull Market),-0.01822496367160109,0.0
2023-03-26,27968.05,20180.413,1,0.3498327,-0.030610293346195108,-1,0,Blocked Short (Bull Market),0.030610293346195108,-0.0
2023-03-27,27124.91,20219.438700000002,1,0.33080053,0.005007183266062188,-1,0,Blocked Short (Bull Market),-0.005007183266062188,0.0
2023-03-28,27261.07,20248.943499999998,1,0.34808615,0.039117969089514086,-1,0,Blocked Short (Bull Market),-0.039117969089514086,0.0
2023-03-29,28348.6,20282.4448,1,0.33001524,-0.011354726247076305,-1,0,Blocked Short (Bull Market),0.011354726247076305,-0.0
2023-03-30,28028.53,20313.4531,1,0.30970478,0.01546498944228887,-1,0,Blocked Short (Bull Market),-0.01546498944228887,0.0
2023-03-31,28465.36,20343.8012,1,0.32750657,-0.00044379564413691034,-1,0,Blocked Short (Bull Market),0.00044379564413691034,-0.0
2023-04-01,28452.73,20385.197,1,0.30396196,-0.009920151427765776,-1,0,Blocked Short (Bull Market),0.009920151427765776,-0.0
2023-04-02,28171.87,20424.9228,1,0.31794268,-0.01328794166506373,-1,0,Blocked Short (Bull Market),0.01328794166506373,-0.0
2023-04-03,27800.0,20465.4134,1,0.30711776,0.01306073888880465,-1,0,Blocked Short (Bull Market),-0.01306073888880465,0.0
2023-04-04,28165.47,20507.22425,1,0.32261863,0.00016117729039769833,-1,0,Blocked Short (Bull Market),-0.00016117729039769833,0.0
2023-04-05,28170.01,20547.5062,1,0.31872278,-0.0048462984303144436,-1,0,Blocked Short (Bull Market),0.0048462984303144436,-0.0
2023-04-06,28033.82,20590.594399999998,1,0.3304441,-0.004558093631494347,-1,0,Blocked Short (Bull Market),0.004558093631494347,-0.0
2023-04-07,27906.33,20632.44095,1,0.32844442,0.0011478259451552448,-1,0,Blocked Short (Bull Market),-0.0011478259451552448,0.0
2023-04-08,27938.38,20677.757849999998,1,0.34983918,0.013699657615021985,-1,0,Blocked Short (Bull Market),-0.013699657615021985,0.0
2023-04-09,28323.76,20727.06985,1,0.35263914,0.04533402443678367,-1,0,Blocked Short (Bull Market),-0.04533402443678367,0.0
2023-04-10,29637.34,20778.2484,1,0.34672186,0.018820778757940998,-1,0,Blocked Short (Bull Market),-0.018820778757940998,0.0
2023-04-11,30200.42,20832.80095,1,0.31616277,-0.010396427448109471,-1,0,Blocked Short (Bull Market),0.010396427448109471,-0.0
2023-04-12,29888.07,20887.6388,1,0.30317,0.01612230751029388,-1,0,Blocked Short (Bull Market),-0.01612230751029388,0.0
2023-04-13,30373.84,20945.471100000002,1,0.29098684,0.003060121449609667,-1,0,Blocked Short (Bull Market),-0.003060121449609667,0.0
2023-04-14,30466.93,21001.66665,1,0.27756652,-0.005656179900882534,-1,0,Blocked Short (Bull Market),0.005656179900882534,-0.0
2023-04-15,30295.09,21057.74645,1,0.29235467,0.00031551290745832457,-1,0,Blocked Short (Bull Market),-0.00031551290745832457,0.0
2023-04-16,30304.65,21112.2056,1,0.30597484,-0.029277429572032238,-1,0,Blocked Short (Bull Market),0.029277429572032238,-0.0
2023-04-17,29430.27,21161.3994,1,0.30908948,0.031761089816271876,-1,0,Blocked Short (Bull Market),-0.031761089816271876,0.0
2023-04-18,30380.01,21216.186400000002,1,0.36314443,-0.053510138704066394,-1,0,Blocked Short (Bull Market),0.053510138704066394,-0.0
2023-04-19,28797.1,21263.61715,1,0.31034145,-0.01940603406257386,-1,0,Blocked Short (Bull Market),0.01940603406257386,-0.0
2023-04-20,28243.65,21309.5514,1,0.4095153,-0.03534405077145466,-1,0,Blocked Short (Bull Market),0.03534405077145466,-0.0
2023-04-21,27262.84,21347.7202,1,0.4110642,0.02011734939753183,-1,0,Blocked Short (Bull Market),-0.02011734939753183,0.0
2023-04-22,27816.85,21385.115349999996,1,0.4958605,-0.008166817188415205,0,0,No Signal,-0.0,-0.0
2023-04-23,27590.6,21422.27705,1,0.44757217,-0.002891754748673293,-1,0,Blocked Short (Bull Market),0.002891754748673293,-0.0
2023-04-24,27510.93,21460.02835,1,0.46411714,0.028306339200071688,-1,0,Blocked Short (Bull Market),-0.028306339200071688,0.0
2023-04-25,28300.79,21503.88185,1,0.4416403,0.004037661120266265,-1,0,Blocked Short (Bull Market),-0.004037661120266265,0.0
2023-04-26,28415.29,21548.8685,1,0.38809592,0.0365394056503652,-1,0,Blocked Short (Bull Market),-0.0365394056503652,0.0
2023-04-27,29472.77,21599.037249999998,1,0.36198887,-0.005480032501360423,-1,0,Blocked Short (Bull Market),0.005480032501360423,-0.0
2023-04-28,29311.7,21649.936400000002,1,0.34025308,-0.0027757795765594477,-1,0,Blocked Short (Bull Market),0.0027757795765594477,-0.0
2023-04-29,29230.45,21700.788650000002,1,0.31682944,9.441762633578723e-05,-1,0,Blocked Short (Bull Market),-9.441762633578723e-05,0.0
2023-04-30,29233.21,21751.177050000002,1,0.2977335,-0.040665991207925405,-1,0,Blocked Short (Bull Market),0.040665991207925405,-0.0
2023-05-01,28068.26,21794.6427,1,0.2965561,0.021206996165195773,-1,0,Blocked Short (Bull Market),-0.021206996165195773,0.0
2023-05-02,28669.86,21842.10735,1,0.34383866,0.012351095602062214,-1,0,Blocked Short (Bull Market),-0.012351095602062214,0.0
2023-05-03,29026.16,21891.891200000002,1,0.3234713,-0.006497982228264741,-1,0,Blocked Short (Bull Market),0.006497982228264741,-0.0
2023-05-04,28838.16,21939.767100000005,1,0.3160672,0.02288090465334252,-1,0,Blocked Short (Bull Market),-0.02288090465334252,0.0
2023-05-05,29505.61,21989.54585,1,0.3252785,-0.02253281543081646,-1,0,Blocked Short (Bull Market),0.02253281543081646,-0.0
2023-05-06,28848.2,22037.14965,1,0.28268248,-0.01459915625864984,-1,0,Blocked Short (Bull Market),0.01459915625864984,-0.0
2023-05-07,28430.1,22083.680299999996,1,0.30647266,-0.027143379896367045,-1,0,Blocked Short (Bull Market),0.027143379896367045,-0.0
2023-05-08,27668.79,22126.81465,1,0.32006988,-0.0014655392981985705,-1,0,Blocked Short (Bull Market),0.0014655392981985705,-0.0
2023-05-09,27628.27,22169.13415,1,0.3505275,-0.0010690420309266652,-1,0,Blocked Short (Bull Market),0.0010690420309266652,-0.0
2023-05-10,27598.75,22211.106150000003,1,0.36521283,-0.0230965139643067,-1,0,Blocked Short (Bull Market),0.0230965139643067,-0.0
2023-05-11,26968.62,22248.097250000003,1,0.35205448,-0.00645829172740886,-1,0,Blocked Short (Bull Market),0.00645829172740886,-0.0
2023-05-12,26795.01,22285.4237,1,0.36852705,-0.0007366023552270455,-1,0,Blocked Short (Bull Market),0.0007366023552270455,-0.0
2023-05-13,26775.28,22318.89975,1,0.33428055,0.005302016968638717,-1,0,Blocked Short (Bull Market),-0.005302016968638717,0.0
2023-05-14,26917.62,22349.629900000004,1,0.34921658,0.0090430011641092,-1,0,Blocked Short (Bull Market),-0.0090430011641092,0.0
2023-05-15,27162.14,22383.96505,1,0.3361088,-0.004734677357132959,-1,0,Blocked Short (Bull Market),0.004734677357132959,-0.0
2023-05-16,27033.84,22416.175049999998,1,0.32547987,0.013658322391184448,-1,0,Blocked Short (Bull Market),-0.013658322391184448,0.0
2023-05-17,27405.61,22449.15475,1,0.3334216,-0.021552134669642054,-1,0,Blocked Short (Bull Market),0.021552134669642054,-0.0
2023-05-18,26821.28,22480.12375,1,0.31338885,0.002196585934586688,-1,0,Blocked Short (Bull Market),-0.002196585934586688,0.0
2023-05-19,26880.26,22512.071350000002,1,0.3418427,0.008231203535191795,-1,0,Blocked Short (Bull Market),-0.008231203535191795,0.0
2023-05-20,27102.43,22545.1654,1,0.34015602,-0.013171912518513606,-1,0,Blocked Short (Bull Market),0.013171912518513606,-0.0
2023-05-21,26747.78,22578.1451,1,0.33731303,0.0037871532594394926,-1,0,Blocked Short (Bull Market),-0.0037871532594394926,0.0
2023-05-22,26849.27,22611.352349999997,1,0.35787818,0.01369903691712277,-1,0,Blocked Short (Bull Market),-0.01369903691712277,0.0
2023-05-23,27219.61,22641.707800000004,1,0.33923987,-0.03326629631528951,-1,0,Blocked Short (Bull Market),0.03326629631528951,-0.0
2023-05-24,26329.01,22666.856,1,0.33442122,0.005483813844004058,-1,0,Blocked Short (Bull Market),-0.005483813844004058,0.0
2023-05-25,26473.79,22694.697050000002,1,0.3803175,0.008730076726596555,-1,0,Blocked Short (Bull Market),-0.008730076726596555,0.0
2023-05-26,26705.92,22725.271,1,0.35201526,0.005539576292267746,-1,0,Blocked Short (Bull Market),-0.005539576292267746,0.0
2023-05-27,26854.27,22766.806200000003,1,0.35723573,0.04409840842612671,-1,0,Blocked Short (Bull Market),-0.04409840842612671,0.0
2023-05-28,28065.0,22827.517150000003,1,0.3399519,-0.011777618425209708,-1,0,Blocked Short (Bull Market),0.011777618425209708,-0.0
2023-05-29,27736.4,22878.1934,1,0.2937109,-0.0015154032789555,-1,0,Blocked Short (Bull Market),0.0015154032789555,-0.0
2023-05-30,27694.4,22931.313850000002,1,0.2752735,-0.017632811059524262,-1,0,Blocked Short (Bull Market),0.017632811059524262,-0.0
2023-05-31,27210.35,22983.3052,1,0.253264,-0.014526721963616974,-1,0,Blocked Short (Bull Market),0.014526721963616974,-0.0
2023-06-01,26817.93,23035.745600000002,1,0.26947853,0.015710863858149307,-1,0,Blocked Short (Bull Market),-0.015710863858149307,0.0
2023-06-02,27242.59,23088.86125,1,0.28873447,-0.0063842684993772065,-1,0,Blocked Short (Bull Market),0.0063842684993772065,-0.0
2023-06-03,27069.22,23139.704500000003,1,0.27524003,0.0016975360281114345,-1,0,Blocked Short (Bull Market),-0.0016975360281114345,0.0
2023-06-04,27115.21,23191.96675,1,0.28630394,-0.05250715845555731,-1,0,Blocked Short (Bull Market),0.05250715845555731,-0.0
2023-06-05,25728.2,23237.14495,1,0.2761448,0.05673457801927024,-1,0,Blocked Short (Bull Market),-0.05673457801927024,0.0
2023-06-06,27230.08,23289.7931,1,0.33707112,-0.03325860556385626,-1,0,Blocked Short (Bull Market),0.03325860556385626,-0.0
2023-06-07,26339.34,23337.9864,1,0.31010395,0.00602863973269374,-1,0,Blocked Short (Bull Market),-0.00602863973269374,0.0
2023-06-08,26498.61,23389.0783,1,0.31847388,-0.0007852550651334101,-1,0,Blocked Short (Bull Market),0.0007852550651334101,-0.0
2023-06-09,26477.81,23442.560899999997,1,0.29651213,-0.024336519277700846,-1,0,Blocked Short (Bull Market),0.024336519277700846,-0.0
2023-06-10,25841.21,23490.632250000002,1,0.296246,0.003258464490493794,-1,0,Blocked Short (Bull Market),-0.003258464490493794,0.0
2023-06-11,25925.55,23537.24445,1,0.30602232,-0.0007856342026842933,-1,0,Blocked Short (Bull Market),0.0007856342026842933,-0.0
2023-06-12,25905.19,23583.77565,1,0.3005844,0.0011211542039807445,-1,0,Blocked Short (Bull Market),-0.0011211542039807445,0.0
2023-06-13,25934.25,23630.8362,1,0.30128765,-0.03155784923802867,-1,0,Blocked Short (Bull Market),0.03155784923802867,-0.0
2023-06-14,25128.6,23674.186349999996,1,0.30172175,0.018526725673652867,-1,0,Blocked Short (Bull Market),-0.018526725673652867,0.0
2023-06-15,25598.49,23720.034900000002,1,0.33003324,0.028745138290379006,-1,0,Blocked Short (Bull Market),-0.028745138290379006,0.0
2023-06-16,26345.0,23770.69535,1,0.30734995,0.006507155969033793,-1,0,Blocked Short (Bull Market),-0.006507155969033793,0.0
2023-06-17,26516.99,23821.06765,1,0.29939798,-0.006698102267960423,-1,0,Blocked Short (Bull Market),0.006698102267960423,-0.0
2023-06-18,26339.97,23866.9493,1,0.28405246,0.0189678131440085,-1,0,Blocked Short (Bull Market),-0.0189678131440085,0.0
2023-06-19,26844.35,23916.2842,1,0.27412814,0.05308872645011515,-1,0,Blocked Short (Bull Market),-0.05308872645011515,0.0
2023-06-20,28307.99,23972.36045,1,0.25276148,0.057849597296170514,-1,0,Blocked Short (Bull Market),-0.057849597296170514,0.0
2023-06-21,29993.89,24037.903899999998,1,0.25197655,-0.0036396889082070654,-1,0,Blocked Short (Bull Market),0.0036396889082070654,-0.0
2023-06-22,29884.92,24101.8,1,0.26915002,0.026533986237444202,-1,0,Blocked Short (Bull Market),-0.026533986237444202,0.0
2023-06-23,30688.5,24170.410750000003,1,0.2405931,-0.005262367873937984,-1,0,Blocked Short (Bull Market),0.005262367873937984,-0.0
2023-06-24,30527.43,24237.6031,1,0.22215426,-0.002123952410926466,-1,0,Blocked Short (Bull Market),0.002123952410926466,-0.0
2023-06-25,30462.66,24305.733200000002,1,0.23337407,-0.00641095284669021,-1,0,Blocked Short (Bull Market),0.00641095284669021,-0.0
2023-06-26,30267.99,24370.952649999996,1,0.23262684,0.013925651745678577,-1,0,Blocked Short (Bull Market),-0.013925651745678577,0.0
2023-06-27,30692.44,24438.77205,1,0.24604157,-0.020241978544881276,-1,0,Blocked Short (Bull Market),0.020241978544881276,-0.0
2023-06-28,30077.41,24503.52165,1,0.2426857,0.012223257058951633,-1,0,Blocked Short (Bull Market),-0.012223257058951633,0.0
2023-06-29,30447.31,24570.33295,1,0.26668257,0.0008105804662547625,-1,0,Blocked Short (Bull Market),-0.0008105804662547625,0.0
2023-06-30,30472.0,24636.643799999998,1,0.25755876,0.0037308892745919983,-1,0,Blocked Short (Bull Market),-0.0037308892745919983,0.0
2023-07-01,30585.9,24700.6998,1,0.2734364,0.001017271646457164,-1,0,Blocked Short (Bull Market),-0.001017271646457164,0.0
2023-07-02,30617.03,24764.769200000002,1,0.27099735,0.01745687224902878,-1,0,Blocked Short (Bull Market),-0.01745687224902878,0.0
2023-07-03,31156.2,24833.768499999995,1,0.26596397,-0.012586501609656327,-1,0,Blocked Short (Bull Market),0.012586501609656327,-0.0
2023-07-04,30766.51,24904.44045,1,0.25246242,-0.008542384639438915,-1,0,Blocked Short (Bull Market),0.008542384639438915,-0.0
2023-07-05,30504.81,24973.0819,1,0.26821867,-0.02017875019166179,-1,0,Blocked Short (Bull Market),0.02017875019166179,-0.0
2023-07-06,29895.43,25038.868,1,0.26572126,0.014916247025860701,-1,0,Blocked Short (Bull Market),-0.014916247025860701,0.0
2023-07-07,30344.7,25108.3971,1,0.30022603,-0.0019815498424806542,-1,0,Blocked Short (Bull Market),0.0019815498424806542,-0.0
2023-07-08,30284.63,25175.342449999996,1,0.29272538,-0.004100239112277894,-1,0,Blocked Short (Bull Market),0.004100239112277894,-0.0
2023-07-09,30160.71,25242.022649999995,1,0.30766815,0.008283044133908972,-1,0,Blocked Short (Bull Market),-0.008283044133908972,0.0
2023-07-10,30411.57,25309.97335,1,0.30855364,0.006898842392956891,-1,0,Blocked Short (Bull Market),-0.006898842392956891,0.0
2023-07-11,30622.1,25379.191349999997,1,0.30379197,-0.007937473335964864,-1,0,Blocked Short (Bull Market),0.007937473335964864,-0.0
2023-07-12,30380.0,25446.910749999995,1,0.31633466,0.034748976139702924,-1,0,Blocked Short (Bull Market),-0.034748976139702924,0.0
2023-07-13,31454.23,25520.02135,1,0.35524228,-0.03698946968873567,-1,0,Blocked Short (Bull Market),0.03698946968873567,-0.0
2023-07-14,30312.01,25586.98445,1,0.31994647,-0.0007422255191403193,-1,0,Blocked Short (Bull Market),0.0007422255191403193,-0.0
2023-07-15,30289.52,25654.90025,1,0.3665956,-0.0019011428276580337,-1,0,Blocked Short (Bull Market),0.0019011428276580337,-0.0
2023-07-16,30231.99,25723.32365,1,0.34676617,-0.0031138012758330853,-1,0,Blocked Short (Bull Market),0.0031138012758330853,-0.0
2023-07-17,30138.0,25790.846299999997,1,0.35342288,-0.00929617827722886,-1,0,Blocked Short (Bull Market),0.00929617827722886,-0.0
2023-07-18,29859.13,25857.10455,1,0.33879626,0.0016758040032582482,-1,0,Blocked Short (Bull Market),-0.0016758040032582482,0.0
